Participant,Behavioral_Variable,Wellness_Variable,Window,Relationship,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR
p06,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,-0.12505133672972285,0.1339582612875485,145,True,0.4665442893118069,False,False
p06,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,0.08128002598884673,0.331110644578865,145,True,0.6981664948322623,False,False
p06,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,-0.04421537728123516,0.5974480792860617,145,True,0.8534972561229454,False,False
p06,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,-0.23371646568716706,0.0046656705265524945,145,True,0.07717545997798367,True,False
p06,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,-0.12973131905715957,0.11989103090085908,145,True,0.4569431743768591,False,False
p06,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,0.010831486705902947,0.8971176657341436,145,True,0.9838603187912556,False,False
p07,Steps,fatigue,Previous 7 days,7-day history → current well-being,-0.18628657772152732,0.032462325490793024,132,True,0.24238784699333352,True,False
p07,Steps,mood,Previous 7 days,7-day history → current well-being,-0.11999796414619143,0.17052573368679338,132,True,0.5325614803359957,False,False
p07,Steps,readiness,Previous 7 days,7-day history → current well-being,0.027892340645984736,0.7508851575051363,132,True,0.9379797958420278,False,False
p07,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,-0.08545274374519701,0.32994594498877033,132,True,0.6971661180725064,False,False
p07,Steps,stress,Previous 7 days,7-day history → current well-being,-0.1170880414701884,0.18120688342383684,132,True,0.5430829443859798,False,False
p07,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,0.018885173424585875,0.8298222055061585,132,True,0.9616631881390335,False,False
p07,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,-0.07150775101469149,0.4151918254086483,132,True,0.741426942498491,False,False
p07,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,0.21740186259762231,0.012278919188030559,132,True,0.12823880387142747,True,False
p07,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,-0.03800455470355813,0.665274519689433,132,True,0.8911214557410596,False,False
p07,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,0.011715413940686703,0.8939369734258105,132,True,0.9838603187912556,False,False
p07,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,-0.04576875142578069,0.6022868490918912,132,True,0.856576465666986,False,False
p07,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,-0.11419958313775415,0.19228674792211092,132,True,0.564364274289191,False,False
p07,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,0.12868494622616553,0.14141641993867868,132,True,0.48069172038068353,False,False
p07,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,-0.05975970536643746,0.49608338899109466,132,True,0.7960152633224651,False,False
p07,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,-0.07143317502008187,0.41567973003149616,132,True,0.741426942498491,False,False
p07,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,-0.19967451501578407,0.02170836279338298,132,True,0.19403049930368857,True,False
p07,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,-0.1325546621151838,0.12973534720534238,132,True,0.4646235742651079,False,False
p07,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,-0.12016473024237995,0.16992804080715124,132,True,0.5325614803359957,False,False
p07,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,-0.11350753082341433,0.19501300170982935,132,True,0.564364274289191,False,False
p07,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,-0.14395385051499832,0.09960695403997297,132,True,0.41791008041014766,False,False
p07,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,-0.1207404159953582,0.1678766985911637,132,True,0.5325614803359957,False,False
p07,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,-0.23091081488737167,0.007725643685920669,132,True,0.09919153071431255,True,False
p07,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,0.1339009536038808,0.12584989600360796,132,True,0.4646235742651079,False,False
p07,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,-0.12695281458900184,0.14689681483102252,132,True,0.49042890081451007,False,False
p07,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,-0.018368654464497966,0.8344090795458952,132,True,0.9642484786514349,False,False
p07,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,-0.1488475256113492,0.0884997931760156,132,True,0.40082865967612447,False,False
p07,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,-0.03892054939933402,0.6577093497085187,132,True,0.8857152576074718,False,False
p07,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,-0.08942019412952984,0.30790271856336293,132,True,0.6740568101325118,False,False
p07,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,-0.12097299894217116,0.16705316879886833,132,True,0.5322514210941862,False,False
p07,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,0.07771174264013184,0.37578550312131304,132,True,0.7307641902781732,False,False
p07,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,0.019082469107740696,0.8287264132729737,131,True,0.9616631881390335,False,False
p07,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,0.13242419720232543,0.13160919910081462,131,True,0.4647737450763034,False,False
p07,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,0.013688905987863409,0.876677566848765,131,True,0.9746173176314558,False,False
p07,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,0.07313033944686384,0.4064793128559615,131,True,0.7384213907984712,False,False
p07,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,0.08326228057764623,0.34440883894437835,131,True,0.7070181449874434,False,False
p07,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,-0.039850410936364676,0.6525985796459417,130,True,0.8835449938906181,False,False
p07,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,-0.07070225975900202,0.42409036864849076,130,True,0.7468371342626539,False,False
p07,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,0.09140952384541219,0.3009818431499481,130,True,0.6740568101325118,False,False
p07,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,-0.14250939540261776,0.10578539405810289,130,True,0.42567031075172873,False,False
p07,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,-0.0781413529908658,0.3768604662964457,130,True,0.7307641902781732,False,False
p07,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,-0.07345682523677709,0.404381763813301,131,True,0.7384213907984712,False,False
p07,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,0.0734693640170383,0.40430133466947793,131,True,0.7384213907984712,False,False
p07,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,-0.11557682450308267,0.188654804411173,131,True,0.5571384574715927,False,False
p07,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,0.042549489271167605,0.6294136443823292,131,True,0.8720271341922531,False,False
p07,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,-0.07652440531976064,0.384988122824462,131,True,0.7347829168755551,False,False
p07,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,0.19886729110061463,0.02331447043153464,130,True,0.20655802750745603,True,False
p07,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,0.25686433635980116,0.0031768925918067405,130,True,0.06208829166381821,True,False
p07,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,-0.12404020443575844,0.15970842160743973,130,True,0.5170048263574171,False,False
p07,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,0.15483827394050115,0.07857724009591115,130,True,0.3833961956370544,False,False
p07,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,0.14414999561742853,0.10178799978306566,130,True,0.41791008041014766,False,False
p07,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,-0.1360365119040408,0.12276822279278964,130,True,0.46267128739073704,False,False
p07,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,0.21867042059967987,0.012437822923933953,130,True,0.12823880387142747,True,False
p07,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,0.11049186197525758,0.21076327188774116,130,True,0.5913080683517182,False,False
p07,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,0.04007877605512911,0.6507382404196504,130,True,0.8831268156953378,False,False
p07,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,0.007506394532567693,0.9324516788527649,130,True,0.9910519371129481,False,False
p07,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,0.0050998530084932535,0.9540783663136942,130,True,0.9937742115046837,False,False
p07,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,0.1011810339266732,0.252026320301852,130,True,0.6300655278630797,False,False
p07,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,-0.007099805050981178,0.9361025227779728,130,True,0.9910519371129481,False,False
p07,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,-0.058241457359463435,0.5104094597855094,130,True,0.8067504763432934,False,False
p07,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,-0.1378570429411816,0.1177919816771841,130,True,0.45408359348838145,False,False
p07,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,-0.06720403014824743,0.447432297208332,130,True,0.7544350921208938,False,False
p07,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,0.06954818226334492,0.43171206976174303,130,True,0.7492054375945603,False,False
p07,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,0.08777344943912557,0.3206983698382178,130,True,0.6855069140657413,False,False
p07,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,-0.090320672816924,0.3068005458142125,130,True,0.6740568101325118,False,False
p07,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,-0.0928795853297596,0.2932419891525513,130,True,0.6740568101325118,False,False
p08,Steps,fatigue,Previous 7 days,7-day history → current well-being,0.28877951687784403,0.0030931760922156977,103,True,0.06208829166381821,True,False
p08,Steps,mood,Previous 7 days,7-day history → current well-being,-0.03354944250468747,0.736547403294538,103,True,0.9336693999816424,False,False
p08,Steps,readiness,Previous 7 days,7-day history → current well-being,0.3548918251007475,0.00023480573232343712,103,True,0.017865177139519392,True,True
p08,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,-0.06626310094299817,0.5060369538600354,103,True,0.8048776746435209,False,False
p08,Steps,stress,Previous 7 days,7-day history → current well-being,0.10968860214895552,0.2700429294345593,103,True,0.6524960735141266,False,False
p08,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,0.27115836667392923,0.0055974169448725205,103,True,0.08313810462237126,True,False
p08,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,0.01121950851621811,0.9104432534941265,103,True,0.9882193366747707,False,False
p08,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,0.2741606826877912,0.005072760462327241,103,True,0.0813252074119129,True,False
p08,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,0.006182338251182361,0.950579774835835,103,True,0.9937742115046837,False,False
p08,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,-0.00962127811698306,0.9231585416240489,103,True,0.9910519371129481,False,False
p08,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,0.2161611479270906,0.02830598338791605,103,True,0.2251051515628835,True,False
p08,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,-0.08551628691160468,0.3904076439719432,103,True,0.7347829168755551,False,False
p08,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,0.16794498118171802,0.08993879508584797,103,True,0.4055276028424395,False,False
p08,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,-0.11703519405750032,0.23906279503495234,103,True,0.6202938008424393,False,False
p08,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,-0.011523176457963226,0.908029768593415,103,True,0.9882193366747707,False,False
p08,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,0.12353797895419269,0.21377912711762856,103,True,0.5949499044218831,False,False
p08,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,0.018709241797075185,0.8512081349778059,103,True,0.9692448887571409,False,False
p08,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,0.21582842581824202,0.028556027172739022,103,True,0.2251051515628835,True,False
p08,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,-0.09474730627372877,0.34110277437767667,103,True,0.7070181449874434,False,False
p08,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,0.02878239148826878,0.7728842820917281,103,True,0.9379797958420278,False,False
p08,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,0.20480765106461452,0.037962822550401815,103,True,0.2608329984755499,True,False
p08,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,-0.04935954356664333,0.6205062456948645,103,True,0.868021202426334,False,False
p08,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,0.1789646895008469,0.07048842089399678,103,True,0.3632592557252363,False,False
p08,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,-0.1245535361894265,0.21000888704548154,103,True,0.5908328019942517,False,False
p08,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,-0.0027103941484515493,0.978322679886173,103,True,0.9937742115046837,False,False
p08,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,-0.26218934542337496,0.007463300970335794,103,True,0.09789524649401497,True,False
p08,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,0.010855435899224896,0.9133378927104094,103,True,0.9882193366747707,False,False
p08,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,-0.07195313377972833,0.47012884938090205,103,True,0.7828089185850565,False,False
p08,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,-0.1896373371112518,0.05503901288493641,103,True,0.3197371330962629,False,False
p08,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,0.015935774915860536,0.8730647876172015,103,True,0.974359597230247,False,False
p08,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,0.027779236696357647,0.7816631718176341,102,True,0.9421000042193443,False,False
p08,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,0.06948858690288244,0.4876881666211973,102,True,0.7904143039900685,False,False
p08,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,-0.016934926619291434,0.8658449744577605,102,True,0.9704238296534385,False,False
p08,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,0.18513628031131377,0.062479282604002435,102,True,0.3431441195305956,False,False
p08,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,0.048423446052463265,0.6288762389358671,102,True,0.8720271341922531,False,False
p08,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,0.10212345613647358,0.30708482085950817,102,True,0.6740568101325118,False,False
p08,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,0.03722161059981739,0.7103280472520791,102,True,0.9209644771817713,False,False
p08,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,0.23876851677319383,0.015658080107709325,102,True,0.1520640471998694,True,False
p08,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.02151326276296617,0.8300633394512898,102,True,0.9616631881390335,False,False
p08,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,0.12765132970561952,0.2010506654070704,102,True,0.5781607185154652,False,False
p08,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,0.1843103493389309,0.06367871848255832,102,True,0.34393318538707973,False,False
p08,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,0.06942240116632253,0.48810380165003736,102,True,0.7904143039900685,False,False
p08,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,0.14543267293966153,0.1447132456066625,102,True,0.48720126020909704,False,False
p08,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,0.025043548202625367,0.8027038146727927,102,True,0.9479863049660642,False,False
p08,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,0.25674675594527635,0.009190723602902276,102,True,0.11183892577025661,True,False
p08,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,-0.09465819497978685,0.3439722956583059,102,True,0.7070181449874434,False,False
p08,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,0.0712735208348574,0.4765503740457021,102,True,0.7828089185850565,False,False
p08,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,-0.2892113289445799,0.003196624917345096,102,True,0.06208829166381821,True,False
p08,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,0.08125412949279419,0.41687412537545226,102,True,0.741426942498491,False,False
p08,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,0.0038523673303809576,0.9693467327278846,102,True,0.9937742115046837,False,False
p08,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,0.007580239966937104,0.9397260224271122,102,True,0.9925140323527736,False,False
p08,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,0.05210444753014111,0.6029959080091356,102,True,0.856576465666986,False,False
p08,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,-0.11639338008459138,0.24402209788485582,102,True,0.6233559774191354,False,False
p08,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,-0.015546747195386759,0.87675141023233,102,True,0.9746173176314558,False,False
p08,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,0.12946607786263187,0.1946676393869426,102,True,0.564364274289191,False,False
p08,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,0.07613001405381949,0.44695336728069895,102,True,0.7544350921208938,False,False
p08,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,0.11040484508484694,0.2693013174810723,102,True,0.6524960735141266,False,False
p08,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,0.2823634449709153,0.004035949797859002,102,True,0.07222611971952028,True,False
p08,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,0.047575738143934475,0.6349020254330275,102,True,0.8758828939681816,False,False
p08,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,0.07887032275226993,0.4307185771942532,102,True,0.7492054375945603,False,False
p08,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,0.10158530075928325,0.30965426400725193,102,True,0.6754877033419534,False,False
p08,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,0.09070400360744904,0.3645939439067809,102,True,0.7268045220237974,False,False
p08,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,0.2529239874491824,0.01032442736786104,102,True,0.11740069262490374,True,False
p08,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.03229167571921018,0.7473052939187399,102,True,0.9379797958420278,False,False
p08,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,0.15098137231017442,0.1298378507769154,102,True,0.4646235742651079,False,False
p09,Steps,fatigue,Previous 7 days,7-day history → current well-being,-0.002165165386156919,0.9828557245306813,101,True,0.9937742115046837,False,False
p09,Steps,mood,Previous 7 days,7-day history → current well-being,0.18073921156708864,0.0704938753684617,101,True,0.3632592557252363,False,False
p09,Steps,readiness,Previous 7 days,7-day history → current well-being,0.016554942053968697,0.8694828309569381,101,True,0.9725112505719906,False,False
p09,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,0.1738332928732021,0.08211926435883408,101,True,0.39122857076614354,False,False
p09,Steps,stress,Previous 7 days,7-day history → current well-being,0.16848851658908856,0.09212839744766134,101,True,0.4081126378163945,False,False
p09,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,-0.05578212548844474,0.5795397561313922,101,True,0.8495689548175612,False,False
p09,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,0.10380217803107011,0.30160032793010305,101,True,0.6740568101325118,False,False
p09,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,-0.05613407735551119,0.5771459720936484,101,True,0.8484969895408804,False,False
p09,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,0.1100068343522011,0.2734634431563593,101,True,0.6547119865344967,False,False
p09,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,0.10057359280061821,0.3169665235022786,101,True,0.6838605368490737,False,False
p09,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,-0.025913054340689065,0.7970053920712403,101,True,0.9479863049660642,False,False
p09,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,0.07573382915564335,0.45161596926139624,101,True,0.7574771075038463,False,False
p09,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,-0.10313185693043463,0.30474979339361696,101,True,0.6740568101325118,False,False
p09,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,0.09550222081248315,0.3421059522383069,101,True,0.7070181449874434,False,False
p09,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,0.14809529638688282,0.13941407022475677,101,True,0.477400613642878,False,False
p09,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,0.22057358376336145,0.0266558888370242,101,True,0.2206758010278233,True,False
p09,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,0.03164903630902156,0.7533778709924965,101,True,0.9379797958420278,False,False
p09,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,0.12754886724583903,0.20369541640158828,101,True,0.5788174190446047,False,False
p09,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,0.004220152576896107,0.9665909522430283,101,True,0.9937742115046837,False,False
p09,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,-0.0018293760671009547,0.9855142671727175,101,True,0.9943750348096351,False,False
p09,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,-0.006183629130904568,0.9510631507288909,101,True,0.9937742115046837,False,False
p09,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,0.06184422924079467,0.5389649010120122,101,True,0.8224032151579016,False,False
p09,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,-0.08912545474202768,0.3754471369411894,101,True,0.7307641902781732,False,False
p09,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,0.10045197995197408,0.31755504136853024,101,True,0.6838605368490737,False,False
p09,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,0.13073851897437516,0.19252273293705363,101,True,0.564364274289191,False,False
p09,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,0.06979754468686651,0.518158999153334,88,True,0.8139044932268543,False,False
p09,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,-0.040280702265800244,0.7094350548940456,88,True,0.9209644771817713,False,False
p09,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,-0.05675784492680325,0.5994117790091094,88,True,0.854020111224801,False,False
p09,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,-0.08547830002950706,0.4284521582400318,88,True,0.747789829376049,False,False
p09,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,-0.02531298929791811,0.8149079959725393,88,True,0.9528751013087892,False,False
p09,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,0.024984051843834884,0.8041344283425749,101,True,0.9479863049660642,False,False
p09,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,-0.1101032344469932,0.27304071612825315,101,True,0.6547119865344967,False,False
p09,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,-0.05742366340793726,0.5684143501157437,101,True,0.8442624906130899,False,False
p09,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,-0.1711334455958475,0.0870609072824334,101,True,0.40082865967612447,False,False
p09,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,-0.1704381960338251,0.08837098104941692,101,True,0.40082865967612447,False,False
p09,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,0.0026225085479591884,0.9792351116293537,101,True,0.9937742115046837,False,False
p09,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,-0.10521881294429045,0.29501479496741817,101,True,0.6740568101325118,False,False
p09,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,0.00444996099057655,0.9647727969837929,101,True,0.9937742115046837,False,False
p09,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,-0.1557537607420007,0.11986741778728975,101,True,0.4569431743768591,False,False
p09,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,-0.1681513606019077,0.09279079544824485,101,True,0.40925197992457335,False,False
p09,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,-0.20092717620702633,0.043930319886836586,101,True,0.2862556328109997,True,False
p09,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,-0.13631808554187783,0.17405731664605625,101,True,0.5346201122064945,False,False
p09,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,-0.15880699548447286,0.11269200210608885,101,True,0.44287518337412346,False,False
p09,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,-0.17101102948339758,0.08729045214797651,101,True,0.40082865967612447,False,False
p09,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,-0.13628948233142246,0.17414853159993732,101,True,0.5346201122064945,False,False
p09,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,0.06280607502852945,0.5326584163869944,101,True,0.8207341203718918,False,False
p09,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,-0.10012867164973235,0.31912304670439046,101,True,0.6843190598119625,False,False
p09,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,-0.03176454072759666,0.7525067598840997,101,True,0.9379797958420278,False,False
p09,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,-0.12320067619412313,0.21966402324517245,101,True,0.599205168394815,False,False
p09,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,0.06895509729298656,0.49323002374005254,101,True,0.7945172631219347,False,False
p09,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,-0.010305133287216394,0.9185352995019159,101,True,0.9882193366747707,False,False
p09,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,0.13661717860602904,0.17310562007429436,101,True,0.5346201122064945,False,False
p09,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,-0.04676203491189606,0.6423918758040571,101,True,0.8792771372329603,False,False
p09,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,-0.0789425797453743,0.43262149785911325,101,True,0.7492054375945603,False,False
p09,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,0.03683112584839364,0.7146150625655875,101,True,0.9253348887067222,False,False
p09,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,0.1774710619406373,0.07581799596597204,101,True,0.37501139797577315,False,False
p09,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,0.11208641717508036,0.264441811319474,101,True,0.6458629948423915,False,False
p09,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,0.11201694788084544,0.264739881054208,101,True,0.6458629948423915,False,False
p09,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,0.23608675680210658,0.01746299414952987,101,True,0.16749956983256498,True,False
p09,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,0.003821354106311187,0.9697464920136646,101,True,0.9937742115046837,False,False
p09,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,0.04997354676505482,0.6196920608039533,101,True,0.868021202426334,False,False
p09,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,-0.006799562069332454,0.9461956491846042,101,True,0.9934070745077446,False,False
