Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Included
p04,Deep_Sleep_Minutes,sleep_quality,0.10345972773610249,0.41213712955742265,65,Yes
p04,Deep_Sleep_Minutes,stress,0.03223390174435054,0.7987989723924084,65,Yes
p04,Sleep_Restlessness,fatigue,0.18720401274011833,0.15938518747239472,58,Yes
p04,Sleep_Restlessness,mood,0.027918976005104408,0.835200455514853,58,Yes
p04,Sleep_Restlessness,readiness,0.15362239732164548,0.2495945478270017,58,Yes
p04,Sleep_Restlessness,sleep_quality,0.2688815358526567,0.04125907306967698,58,Yes
p04,Sleep_Restlessness,stress,-0.23353181427008782,0.07768252037694563,58,Yes
p04,Sleep_Composition,fatigue,-0.01373990753167369,0.9184654388244244,58,Yes
p04,Sleep_Composition,mood,0.25731836371670236,0.051177088234088966,58,Yes
p04,Sleep_Composition,readiness,0.17276782836748833,0.194667187741614,58,Yes
p04,Sleep_Composition,sleep_quality,0.03669699879100363,0.7844809765728911,58,Yes
p04,Sleep_Composition,stress,0.0753170639729319,0.5741771532544362,58,Yes
p04,Sleep_Revitalization,fatigue,-0.10558897191913627,0.4302024292843263,58,Yes
p04,Sleep_Revitalization,mood,-0.11632110384415653,0.3845475830688899,58,Yes
p04,Sleep_Revitalization,readiness,-0.03598294779546079,0.7885766816581607,58,Yes
p04,Sleep_Revitalization,sleep_quality,-0.11089329105935265,0.4072662917009756,58,Yes
p04,Sleep_Revitalization,stress,-0.08202547539821578,0.5404572958917369,58,Yes
p04,Sleep_Score,fatigue,-0.08987798012037143,0.502252579187174,58,Yes
p04,Sleep_Score,mood,0.03695788991972153,0.782985979395348,58,Yes
p04,Sleep_Score,readiness,0.005884473827390289,0.9650322515399221,58,Yes
p04,Sleep_Score,sleep_quality,0.1003153873057722,0.4537117801144237,58,Yes
p04,Sleep_Score,stress,0.0077919109044659075,0.9537084119586294,58,Yes
p05,Steps,fatigue,-0.11078615762790424,0.47941233844808123,43,Yes
p05,Steps,mood,0.319722380380528,0.036618884175081134,43,Yes
p05,Steps,readiness,0.11615541416741665,0.45823656712672434,43,Yes
p05,Steps,sleep_quality,-0.00429880179091946,0.9781737376098106,43,Yes
p05,Steps,stress,0.24922622542925085,0.10703276838790934,43,Yes
p05,Exercise_Count,fatigue,-0.033714676042282156,0.7981579218409346,60,Yes
p05,Exercise_Count,mood,0.15555273810228293,0.23530640844775663,60,Yes
p05,Exercise_Count,readiness,-0.07401787232749481,0.5740812140428861,60,Yes
p05,Exercise_Count,sleep_quality,0.11791846615680238,0.3695511433239227,60,Yes
p05,Exercise_Count,stress,0.15699970341549607,0.23092540274584816,60,Yes
p05,Exercise_Duration,fatigue,0.030617246961417426,0.8163627370776767,60,Yes
p05,Exercise_Duration,mood,-0.0997410061090246,0.4483121465408482,60,Yes
p05,Exercise_Duration,readiness,-0.06108240417469617,0.642918183513956,60,Yes
p05,Exercise_Duration,sleep_quality,0.13657684176225965,0.29808403183456406,60,Yes
p05,Exercise_Duration,stress,-0.18355784959867671,0.160353487585908,60,Yes
p05,Exercise_Distance,fatigue,0.04731350036635607,0.7196096890025334,60,Yes
p05,Exercise_Distance,mood,-0.03852264352330649,0.7701134144674802,60,Yes
p05,Exercise_Distance,readiness,0.11480700278470138,0.38240301019440814,60,Yes
p05,Exercise_Distance,sleep_quality,0.0800714097849973,0.5430806700282335,60,Yes
p05,Exercise_Distance,stress,0.027163427567156624,0.836776189326434,60,Yes
p05,Exercise_Calories,fatigue,0.03739409131120912,0.7766713792848549,60,Yes
p05,Exercise_Calories,mood,-0.10453629216424722,0.4266819313853242,60,Yes
p05,Exercise_Calories,readiness,-0.044563212994670635,0.7352939544534678,60,Yes
p05,Exercise_Calories,sleep_quality,0.14342651610228374,0.27427495188342177,60,Yes
p05,Exercise_Calories,stress,-0.17461340430365924,0.1820810708749978,60,Yes
p05,Exercise_Avg_HR,fatigue,,,2,No
p05,Exercise_Avg_HR,mood,,,2,No
p05,Exercise_Avg_HR,readiness,,,2,No
p05,Exercise_Avg_HR,sleep_quality,,,2,No
p05,Exercise_Avg_HR,stress,,,2,No
p05,Sleep_Hours,fatigue,,,19,Yes
p05,Sleep_Hours,mood,-0.025414645126374927,0.917744567137503,19,Yes
p05,Sleep_Hours,readiness,0.1434201257741629,0.5580405493664317,19,Yes
p05,Sleep_Hours,sleep_quality,0.005860179004292807,0.981004308679802,19,Yes
p05,Sleep_Hours,stress,0.3456182775541794,0.14724007219437255,19,Yes
p05,Sleep_Duration_Score,fatigue,,,18,Yes
p05,Sleep_Duration_Score,mood,-0.3822967758473147,0.11742610369971508,18,Yes
p05,Sleep_Duration_Score,readiness,-0.22561776935251376,0.36802381295782893,18,Yes
p05,Sleep_Duration_Score,sleep_quality,-0.1495491738817534,0.5536632524704479,18,Yes
p05,Sleep_Duration_Score,stress,-0.5352326699128421,0.02208268562978181,18,Yes
p05,Deep_Sleep_Minutes,fatigue,,,19,Yes
p05,Deep_Sleep_Minutes,mood,-0.22899110880493787,0.3456813925242564,19,Yes
p05,Deep_Sleep_Minutes,readiness,-0.3254091767060933,0.17399583301553537,19,Yes
p05,Deep_Sleep_Minutes,sleep_quality,-0.11548129946339913,0.6377990172102481,19,Yes
p05,Deep_Sleep_Minutes,stress,-0.5468521041215381,0.015395630610038576,19,Yes
p05,Sleep_Restlessness,fatigue,,,18,Yes
p05,Sleep_Restlessness,mood,0.006143622710696976,0.9806978854399702,18,Yes
p05,Sleep_Restlessness,readiness,0.04270577617388375,0.8663837690700067,18,Yes
p05,Sleep_Restlessness,sleep_quality,0.03805369598996899,0.8808348213030233,18,Yes
p05,Sleep_Restlessness,stress,0.3340928735523629,0.17541887273829707,18,Yes
p05,Sleep_Composition,fatigue,,,18,Yes
p05,Sleep_Composition,mood,-0.1874480677827906,0.45637951743909233,18,Yes
p05,Sleep_Composition,readiness,-0.1653953539259911,0.5119031593831684,18,Yes
p05,Sleep_Composition,sleep_quality,-0.07773846133786186,0.759145889280851,18,Yes
p05,Sleep_Composition,stress,-0.443007617905781,0.06558936746466767,18,Yes
p05,Sleep_Revitalization,fatigue,,,18,Yes
p05,Sleep_Revitalization,mood,-0.15167773392731448,0.5479675481454839,18,Yes
p05,Sleep_Revitalization,readiness,-0.14156588499882639,0.5752549283314703,18,Yes
p05,Sleep_Revitalization,sleep_quality,-0.06580704052349737,0.7953015195301407,18,Yes
p05,Sleep_Revitalization,stress,-0.4083923344308371,0.09245940722130731,18,Yes
p05,Sleep_Score,fatigue,,,18,Yes
p05,Sleep_Score,mood,-0.3817604038948644,0.117984680151777,18,Yes
p05,Sleep_Score,readiness,-0.266821787668453,0.284476890675396,18,Yes
p05,Sleep_Score,sleep_quality,-0.15360931947264536,0.5428216637533312,18,Yes
p05,Sleep_Score,stress,-0.6812879640315762,0.0018510407753872145,18,Yes
p06,Steps,fatigue,-0.048242133810938184,0.6982576488259182,67,Yes
p06,Steps,mood,0.016899589016290257,0.8920303506660732,67,Yes
p06,Steps,readiness,-0.2950950739655429,0.015339907878422534,67,Yes
p06,Steps,sleep_quality,-0.08878136724765881,0.47495293502785974,67,Yes
p06,Steps,stress,-0.19226677515150437,0.11905874521706326,67,Yes
p06,Exercise_Count,fatigue,0.028763878329681192,0.8172685899895948,67,Yes
p06,Exercise_Count,mood,-0.1362846245735952,0.2714694523758757,67,Yes
p06,Exercise_Count,readiness,0.16705765358608202,0.17662835644219801,67,Yes
p06,Exercise_Count,sleep_quality,-0.07286980163454615,0.5578619993954227,67,Yes
p06,Exercise_Count,stress,0.5270769603938563,4.598417324314309e-06,67,Yes
p06,Exercise_Duration,fatigue,0.005324278244363424,0.9658918683343629,67,Yes
p06,Exercise_Duration,mood,-0.1402036029727413,0.25779460986666186,67,Yes
p06,Exercise_Duration,readiness,0.14907620065502988,0.2285821671383432,67,Yes
p06,Exercise_Duration,sleep_quality,-0.08727856052725894,0.4824900146446492,67,Yes
p06,Exercise_Duration,stress,0.5987036152482487,8.72463856935557e-08,67,Yes
p06,Exercise_Distance,fatigue,-0.20613154569212613,0.09422257696125752,67,Yes
p06,Exercise_Distance,mood,-0.1262099572612412,0.30881661310392167,67,Yes
p06,Exercise_Distance,readiness,-0.2614288891176472,0.03260349516034858,67,Yes
p06,Exercise_Distance,sleep_quality,-0.2896023597863209,0.0174507665205131,67,Yes
p06,Exercise_Distance,stress,0.07095706156842278,0.5682719302488144,67,Yes
p06,Exercise_Calories,fatigue,-0.022820719584054794,0.8545593628798963,67,Yes
p06,Exercise_Calories,mood,-0.17386231019729553,0.1594023050890341,67,Yes
p06,Exercise_Calories,readiness,0.12516659036112812,0.31286538674056386,67,Yes
p06,Exercise_Calories,sleep_quality,-0.1411121219307872,0.25469227907842135,67,Yes
p06,Exercise_Calories,stress,0.5718341762701042,4.3120286400162504e-07,67,Yes
p06,Exercise_Avg_HR,fatigue,,,9,No
p06,Exercise_Avg_HR,mood,,,9,No
p06,Exercise_Avg_HR,readiness,,,9,No
p06,Exercise_Avg_HR,sleep_quality,,,9,No
p06,Exercise_Avg_HR,stress,,,9,No
p06,Sleep_Hours,fatigue,-0.10080304163706338,0.4434700105831648,60,Yes
p06,Sleep_Hours,mood,-0.12425546308641983,0.3441973227943668,60,Yes
p06,Sleep_Hours,readiness,-0.00044991989539000694,0.9972778216884235,60,Yes
p06,Sleep_Hours,sleep_quality,-0.2081036056373062,0.11058321499953735,60,Yes
p06,Sleep_Hours,stress,0.40348839533413633,0.0013898568191090767,60,Yes
p06,Sleep_Duration_Score,fatigue,-0.05071746887915311,0.7003563024575165,60,Yes
p06,Sleep_Duration_Score,mood,-0.01727946950217299,0.8957433974315234,60,Yes
p06,Sleep_Duration_Score,readiness,0.12867278604850552,0.3271802056848402,60,Yes
p06,Sleep_Duration_Score,sleep_quality,-0.10964083255112789,0.40432203128605465,60,Yes
p06,Sleep_Duration_Score,stress,0.24899676521174863,0.05504973716325419,60,Yes
p06,Deep_Sleep_Minutes,fatigue,-0.045898551572987195,0.7276649359688856,60,Yes
p06,Deep_Sleep_Minutes,mood,-0.2042427244253628,0.11750603338402814,60,Yes
p06,Deep_Sleep_Minutes,readiness,0.034044586807236335,0.796225007221514,60,Yes
p06,Deep_Sleep_Minutes,sleep_quality,-0.11129406674940284,0.39722934727718795,60,Yes
p06,Deep_Sleep_Minutes,stress,0.1680764634044229,0.19925325805255845,60,Yes
p06,Sleep_Restlessness,fatigue,-0.052309484963257734,0.6914146938953085,60,Yes
p06,Sleep_Restlessness,mood,-0.06002586322905775,0.6486858008496696,60,Yes
