Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Time_Lag,p_FDR,Significant_raw,Significant_FDR,Analysis
p08,Exercise_Duration,sleep_quality,-0.0827375854459601,0.6365577720844364,35,t_to_t+1,0.967207922248437,False,False,lagged
p08,Exercise_Duration,stress,0.2351784890129814,0.1738396986171236,35,t_to_t+1,0.7922650645572069,False,False,lagged
p08,Exercise_Distance,fatigue,0.3086652812141064,0.0712140312567929,35,t_to_t+1,0.7205184338922577,False,False,lagged
p08,Exercise_Distance,mood,0.3260539081510592,0.0559387419791319,35,t_to_t+1,0.688693392341825,False,False,lagged
p08,Exercise_Distance,readiness,0.5068164932688296,0.0018901804999493,35,t_to_t+1,0.17558661093604458,True,False,lagged
p08,Exercise_Distance,sleep_quality,-0.0015116821544469,0.993123573848276,35,t_to_t+1,0.9989313140462192,False,False,lagged
p08,Exercise_Distance,stress,0.2602724913469795,0.1310348848354346,35,t_to_t+1,0.784489841838574,False,False,lagged
p08,Exercise_Calories,fatigue,0.2690007826930277,0.1181482017247672,35,t_to_t+1,0.7702639636506637,False,False,lagged
p08,Exercise_Calories,mood,0.2533974103636183,0.1418953804538295,35,t_to_t+1,0.7895436187205949,False,False,lagged
p08,Exercise_Calories,readiness,0.4001232966967983,0.0172354341259167,35,t_to_t+1,0.5700951287803216,True,False,lagged
p08,Exercise_Calories,sleep_quality,-0.0695041935566296,0.6915596783086405,35,t_to_t+1,0.9740705284594343,False,False,lagged
p08,Exercise_Calories,stress,0.2273061995480667,0.1891186437601703,35,t_to_t+1,0.8132101681687323,False,False,lagged
p08,Exercise_Avg_HR,fatigue,0.1496121344675123,0.4217956717440355,31,t_to_t+1,0.9407111610873838,False,False,lagged
p08,Exercise_Avg_HR,mood,0.2530658151302455,0.1695695036112558,31,t_to_t+1,0.7922650645572069,False,False,lagged
p08,Exercise_Avg_HR,readiness,0.3604603730865918,0.0463687620411286,31,t_to_t+1,0.6553292227325135,True,False,lagged
p08,Exercise_Avg_HR,sleep_quality,0.1306222396721559,0.4836794718247818,31,t_to_t+1,0.9542543266297336,False,False,lagged
p08,Exercise_Avg_HR,stress,0.0459402567371286,0.8061446733665049,31,t_to_t+1,0.9835127913656734,False,False,lagged
p08,Sleep_Hours,fatigue,-0.0309041191922092,0.8644392788032764,33,t_to_t+1,0.9835127913656734,False,False,lagged
p08,Sleep_Hours,mood,-0.0473270061627648,0.7936788596842114,33,t_to_t+1,0.9835127913656734,False,False,lagged
p08,Sleep_Hours,readiness,-0.0807848767816092,0.6549389129863444,33,t_to_t+1,0.973569592924696,False,False,lagged
p08,Sleep_Hours,sleep_quality,0.2847536204420549,0.1082379332002295,33,t_to_t+1,0.7702639636506637,False,False,lagged
p08,Sleep_Hours,stress,-0.1909988022505135,0.2869941014461925,33,t_to_t+1,0.8903406261033548,False,False,lagged
p08,Sleep_Duration_Score,fatigue,0.2882783300985275,0.1037520870838141,33,t_to_t+1,0.7641267356133813,False,False,lagged
p08,Sleep_Duration_Score,mood,0.0821994936526786,0.6492791583232398,33,t_to_t+1,0.973569592924696,False,False,lagged
p08,Sleep_Duration_Score,readiness,0.2867073193284777,0.1057338157418516,33,t_to_t+1,0.7641267356133813,False,False,lagged
p08,Sleep_Duration_Score,sleep_quality,0.3275890114755994,0.0627414695066827,33,t_to_t+1,0.7012730348760812,False,False,lagged
p08,Sleep_Duration_Score,stress,0.0777195951048304,0.6672673507975602,33,t_to_t+1,0.9740705284594343,False,False,lagged
p08,Deep_Sleep_Minutes,fatigue,0.2131206536387692,0.2337245876622749,33,t_to_t+1,0.8529238693978868,False,False,lagged
p08,Deep_Sleep_Minutes,mood,0.1833665270873719,0.3070468931036766,33,t_to_t+1,0.8981643811876255,False,False,lagged
p08,Deep_Sleep_Minutes,readiness,0.4045467278961137,0.0195352899378855,33,t_to_t+1,0.5806471261554614,True,False,lagged
p08,Deep_Sleep_Minutes,sleep_quality,0.1254702458906096,0.4865935479698234,33,t_to_t+1,0.9543095443353182,False,False,lagged
p08,Deep_Sleep_Minutes,stress,0.235069771566,0.187890086034869,33,t_to_t+1,0.8119873064823485,False,False,lagged
p08,Sleep_Restlessness,fatigue,-0.3922869475905662,0.0239459553907904,33,t_to_t+1,0.6125005054959453,True,False,lagged
p08,Sleep_Restlessness,mood,-0.1834168786296633,0.3069117806480663,33,t_to_t+1,0.8981643811876255,False,False,lagged
p08,Sleep_Restlessness,readiness,-0.5182214032412533,0.0020064271277362,33,t_to_t+1,0.17558661093604458,True,False,lagged
p08,Sleep_Restlessness,sleep_quality,-0.1427973620524505,0.4279212612404331,33,t_to_t+1,0.9419005433891928,False,False,lagged
p08,Sleep_Restlessness,stress,-0.3661412279039687,0.0361166081891528,33,t_to_t+1,0.6266521389463884,True,False,lagged
p08,Sleep_Composition,fatigue,0.0245789289577207,0.8920021187062819,33,t_to_t+1,0.9835127913656734,False,False,lagged
p08,Sleep_Composition,mood,0.0269824156727744,0.8815122256935859,33,t_to_t+1,0.9835127913656734,False,False,lagged
p08,Sleep_Composition,readiness,0.1694852143821264,0.3457201842972294,33,t_to_t+1,0.917607070132456,False,False,lagged
p08,Sleep_Composition,sleep_quality,-0.0178197234943475,0.9215931698592804,33,t_to_t+1,0.985568661386193,False,False,lagged
p08,Sleep_Composition,stress,0.1855408395401895,0.3012464881833588,33,t_to_t+1,0.8977051663658051,False,False,lagged
p08,Sleep_Revitalization,fatigue,0.1071823035189438,0.5527202339440327,33,t_to_t+1,0.9580452904411608,False,False,lagged
p08,Sleep_Revitalization,mood,0.1963145388262389,0.2735362700479344,33,t_to_t+1,0.8782984864491115,False,False,lagged
p08,Sleep_Revitalization,readiness,0.3680554746270267,0.0350824285546544,33,t_to_t+1,0.6266521389463884,True,False,lagged
p08,Sleep_Revitalization,sleep_quality,0.0159973587341707,0.929590629921392,33,t_to_t+1,0.985755785120095,False,False,lagged
p08,Sleep_Revitalization,stress,0.3536557046712663,0.0434831210157303,33,t_to_t+1,0.6521472501511212,True,False,lagged
p08,Sleep_Score,fatigue,0.2189806365387914,0.220812490560317,33,t_to_t+1,0.8529238693978868,False,False,lagged
p08,Sleep_Score,mood,0.1391442988413502,0.4399541155563447,33,t_to_t+1,0.9425275172830845,False,False,lagged
p08,Sleep_Score,readiness,0.3704886937661522,0.0338026839462845,33,t_to_t+1,0.6266521389463884,True,False,lagged
p08,Sleep_Score,sleep_quality,0.190664174917396,0.2878552442381676,33,t_to_t+1,0.8903406261033548,False,False,lagged
p08,Sleep_Score,stress,0.2483625317835275,0.163417167595658,33,t_to_t+1,0.7895436187205949,False,False,lagged
p09,Steps,fatigue,0.1275297964601128,0.4585668360461676,36,t_to_t+1,0.9425275172830845,False,False,lagged
p09,Steps,mood,0.1966040205372268,0.2504518050576525,36,t_to_t+1,0.8603773254450495,False,False,lagged
p09,Steps,readiness,0.0205031435007026,0.9055212491632172,36,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Steps,sleep_quality,0.1947467267208487,0.255044652937906,36,t_to_t+1,0.8603773254450495,False,False,lagged
p09,Steps,stress,0.2001428915256328,0.2418541222166186,36,t_to_t+1,0.8529238693978868,False,False,lagged
p09,Exercise_Count,fatigue,0.0837825414368287,0.6271019385598389,36,t_to_t+1,0.9613327400382558,False,False,lagged
p09,Exercise_Count,mood,0.0358269217199776,0.8356649966365408,36,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Count,readiness,-0.0050932978605614,0.9764806330109974,36,t_to_t+1,0.9989313140462192,False,False,lagged
p09,Exercise_Count,sleep_quality,0.2281570908953219,0.1807786482682428,36,t_to_t+1,0.7966751262825504,False,False,lagged
p09,Exercise_Count,stress,0.1635903695103199,0.3404151920018382,36,t_to_t+1,0.917607070132456,False,False,lagged
p09,Exercise_Duration,fatigue,0.216111059960635,0.2055390358854277,36,t_to_t+1,0.8468265462867115,False,False,lagged
p09,Exercise_Duration,mood,0.0408663417170354,0.8129335138860005,36,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Duration,readiness,0.0230143817851053,0.8940111157611886,36,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Duration,sleep_quality,0.2916927794976796,0.0843197473785801,36,t_to_t+1,0.7555616837580037,False,False,lagged
p09,Exercise_Duration,stress,0.0918261911323959,0.5942824793657288,36,t_to_t+1,0.9580452904411608,False,False,lagged
p09,Exercise_Distance,fatigue,,,36,t_to_t+1,,False,False,lagged
p09,Exercise_Distance,mood,,,36,t_to_t+1,,False,False,lagged
p09,Exercise_Distance,readiness,,,36,t_to_t+1,,False,False,lagged
p09,Exercise_Distance,sleep_quality,,,36,t_to_t+1,,False,False,lagged
p09,Exercise_Distance,stress,,,36,t_to_t+1,,False,False,lagged
p09,Exercise_Calories,fatigue,0.2063292698843474,0.2273056306359068,36,t_to_t+1,0.8529238693978868,False,False,lagged
p09,Exercise_Calories,mood,0.0383299688852892,0.8243568234939892,36,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Calories,readiness,0.0082545841345392,0.9618913089342226,36,t_to_t+1,0.9968734616817866,False,False,lagged
p09,Exercise_Calories,sleep_quality,0.2851577266033317,0.0918404476091915,36,t_to_t+1,0.7555616837580037,False,False,lagged
p09,Exercise_Calories,stress,0.1086425856163657,0.5282225396882766,36,t_to_t+1,0.9580452904411608,False,False,lagged
p09,Exercise_Avg_HR,fatigue,-0.1162128599058805,0.719095156356214,12,t_to_t+1,0.9754287609879244,False,False,lagged
p09,Exercise_Avg_HR,mood,-0.0690382049976967,0.8311763829764283,12,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Avg_HR,readiness,-0.0814988741760383,0.80120198928052,12,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Exercise_Avg_HR,sleep_quality,0.1458311118422523,0.6511022372614867,12,t_to_t+1,0.973569592924696,False,False,lagged
p09,Exercise_Avg_HR,stress,0.2177537414577239,0.4965876285506286,12,t_to_t+1,0.9580452904411608,False,False,lagged
p09,Sleep_Hours,fatigue,-0.1994792186002231,0.2737023190329789,32,t_to_t+1,0.8782984864491115,False,False,lagged
p09,Sleep_Hours,mood,-0.1937130568530013,0.288093983294204,32,t_to_t+1,0.8903406261033548,False,False,lagged
p09,Sleep_Hours,readiness,-0.3170426692643394,0.0770539557751407,32,t_to_t+1,0.7530272950752386,False,False,lagged
p09,Sleep_Hours,sleep_quality,-0.0304805212306618,0.8684701182021739,32,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Sleep_Hours,stress,-0.1897594695931365,0.2982363425301548,32,t_to_t+1,0.8955723808750817,False,False,lagged
p09,Sleep_Duration_Score,fatigue,-0.2046617187015336,0.2611724767683921,32,t_to_t+1,0.8694026825489427,False,False,lagged
p09,Sleep_Duration_Score,mood,-0.2072270157834664,0.2551118813819624,32,t_to_t+1,0.8603773254450495,False,False,lagged
p09,Sleep_Duration_Score,readiness,-0.3869071595890668,0.028698966698828,32,t_to_t+1,0.6125005054959453,True,False,lagged
p09,Sleep_Duration_Score,sleep_quality,-0.3052581618403913,0.0893342760206841,32,t_to_t+1,0.7555616837580037,False,False,lagged
p09,Sleep_Duration_Score,stress,-0.0522175821091373,0.7765417367646974,32,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Deep_Sleep_Minutes,fatigue,0.0805073427357569,0.6613781161033138,32,t_to_t+1,0.973569592924696,False,False,lagged
p09,Deep_Sleep_Minutes,mood,0.0676856157943104,0.7128160399016663,32,t_to_t+1,0.9754287609879244,False,False,lagged
p09,Deep_Sleep_Minutes,readiness,0.0129272957819653,0.94401762504313,32,t_to_t+1,0.9944195121499556,False,False,lagged
p09,Deep_Sleep_Minutes,sleep_quality,0.3377992123907123,0.0586426909169693,32,t_to_t+1,0.7004543637304667,False,False,lagged
p09,Deep_Sleep_Minutes,stress,-0.1751648012015526,0.3376091559702811,32,t_to_t+1,0.917607070132456,False,False,lagged
p09,Sleep_Restlessness,fatigue,-0.1517018214852264,0.4072032092361464,32,t_to_t+1,0.9396469143985654,False,False,lagged
p09,Sleep_Restlessness,mood,-0.3141406732411397,0.0799492823683927,32,t_to_t+1,0.7555616837580037,False,False,lagged
p09,Sleep_Restlessness,readiness,-0.0490928837488041,0.789605381209833,32,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Sleep_Restlessness,sleep_quality,-0.0327167266990751,0.8589132058972988,32,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Sleep_Restlessness,stress,-0.0487891745086561,0.7908781791734791,32,t_to_t+1,0.9835127913656734,False,False,lagged
p09,Sleep_Composition,fatigue,0.1116216927106873,0.543047362913193,32,t_to_t+1,0.9580452904411608,False,False,lagged
p09,Sleep_Composition,mood,0.2118250179379026,0.2444828739700674,32,t_to_t+1,0.8546962260742195,False,False,lagged
p09,Sleep_Composition,readiness,-0.1542080185708621,0.3994056237431161,32,t_to_t+1,0.9396469143985654,False,False,lagged
p09,Sleep_Composition,sleep_quality,0.1469486093015863,0.4222261723020118,32,t_to_t+1,0.9407111610873838,False,False,lagged
p09,Sleep_Composition,stress,0.1027212549535116,0.5758588944924015,32,t_to_t+1,0.9580452904411608,False,False,lagged
p09,Sleep_Revitalization,fatigue,-0.0768999302410343,0.675709676550556,32,t_to_t+1,0.9740705284594343,False,False,lagged
p09,Sleep_Revitalization,mood,-0.1706956065710924,0.3502713821705858,32,t_to_t+1,0.917607070132456,False,False,lagged
p09,Sleep_Revitalization,readiness,-0.3282095063707106,0.0666625909109832,32,t_to_t+1,0.7077756565857476,False,False,lagged
p09,Sleep_Revitalization,sleep_quality,-0.3584059125353868,0.0439820238474012,32,t_to_t+1,0.6521472501511212,True,False,lagged
p09,Sleep_Revitalization,stress,-0.1759760382383107,0.3353410624241565,32,t_to_t+1,0.917607070132456,False,False,lagged
p09,Sleep_Score,fatigue,-0.1432994969288016,0.433965556753477,32,t_to_t+1,0.9425275172830845,False,False,lagged
p09,Sleep_Score,mood,-0.1501878522965276,0.4119550801504759,32,t_to_t+1,0.9396469143985654,False,False,lagged
p09,Sleep_Score,readiness,-0.3967019902276302,0.0245799631428097,32,t_to_t+1,0.6125005054959453,True,False,lagged
p09,Sleep_Score,sleep_quality,-0.2847840310196988,0.1141526246737565,32,t_to_t+1,0.7702639636506637,False,False,lagged
p09,Sleep_Score,stress,-0.0641994140819449,0.7270305768711387,32,t_to_t+1,0.9776147646145136,False,False,lagged
p10,Steps,fatigue,-0.0740824490119508,0.6540022487259295,39,t_to_t+1,0.973569592924696,False,False,lagged
p10,Steps,mood,-0.0639449569645807,0.698948878445026,39,t_to_t+1,0.9742237203609763,False,False,lagged
p10,Steps,readiness,0.1203415794169375,0.4655492174713239,39,t_to_t+1,0.9446256946666968,False,False,lagged
p10,Steps,sleep_quality,0.3084690941372536,0.0560564389115439,39,t_to_t+1,0.688693392341825,False,False,lagged
p10,Steps,stress,0.2328340619665652,0.1537441978337485,39,t_to_t+1,0.7895436187205949,False,False,lagged
p10,Exercise_Count,fatigue,-0.1086721159451765,0.5101967812000091,39,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Exercise_Count,mood,-0.3325095592800017,0.0386192597257658,39,t_to_t+1,0.6266521389463884,True,False,lagged
p10,Exercise_Count,readiness,-0.1163966119594842,0.4804053007439577,39,t_to_t+1,0.9542543266297336,False,False,lagged
p10,Exercise_Count,sleep_quality,0.1539719657654963,0.349341613610293,39,t_to_t+1,0.917607070132456,False,False,lagged
p10,Exercise_Count,stress,-0.1914526973911464,0.2429841255842817,39,t_to_t+1,0.8529238693978868,False,False,lagged
p10,Exercise_Duration,fatigue,-0.0010280925423367,0.9950439418951992,39,t_to_t+1,0.9996936799414384,False,False,lagged
p10,Exercise_Duration,mood,-0.1553769810666505,0.3449080824208571,39,t_to_t+1,0.917607070132456,False,False,lagged
p10,Exercise_Duration,readiness,0.1008746181796345,0.5411813722864669,39,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Exercise_Duration,sleep_quality,0.410532421269933,0.0094338396543203,39,t_to_t+1,0.39451351086119846,True,False,lagged
p10,Exercise_Duration,stress,0.0139422389063444,0.9328652897820908,39,t_to_t+1,0.9867947714792105,False,False,lagged
p10,Exercise_Distance,fatigue,-0.330660034827881,0.0397805465614412,39,t_to_t+1,0.6277706780052826,True,False,lagged
p10,Exercise_Distance,mood,0.0047413410978662,0.9771465848122904,39,t_to_t+1,0.9989313140462192,False,False,lagged
p10,Exercise_Distance,readiness,-0.2464249472627394,0.1304616632631706,39,t_to_t+1,0.784489841838574,False,False,lagged
p10,Exercise_Distance,sleep_quality,-0.0667729461081206,0.6863002216727669,39,t_to_t+1,0.9740705284594343,False,False,lagged
p10,Exercise_Distance,stress,-0.0569005157564993,0.7308001994178808,39,t_to_t+1,0.9776147646145136,False,False,lagged
p10,Exercise_Calories,fatigue,-0.1237924375156084,0.4527573788110186,39,t_to_t+1,0.9425275172830845,False,False,lagged
p10,Exercise_Calories,mood,-0.2212312161967738,0.1759029303843708,39,t_to_t+1,0.7922650645572069,False,False,lagged
p10,Exercise_Calories,readiness,-0.0654768015953694,0.692087239790597,39,t_to_t+1,0.9740705284594343,False,False,lagged
p10,Exercise_Calories,sleep_quality,0.3343791428011342,0.0374735952880847,39,t_to_t+1,0.6266521389463884,True,False,lagged
p10,Exercise_Calories,stress,-0.0892939612096997,0.5887975457494362,39,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Exercise_Avg_HR,fatigue,-0.2228131249108272,0.2544274758319408,28,t_to_t+1,0.8603773254450495,False,False,lagged
p10,Exercise_Avg_HR,mood,0.0271897614092647,0.8907618794809733,28,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Exercise_Avg_HR,readiness,-0.3210383468717642,0.09576305061584,28,t_to_t+1,0.7555616837580037,False,False,lagged
p10,Exercise_Avg_HR,sleep_quality,-0.0640831342121858,0.745961402618508,28,t_to_t+1,0.9812191855948904,False,False,lagged
p10,Exercise_Avg_HR,stress,-0.1319053215938739,0.5034393392711622,28,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Hours,fatigue,0.1685545499359685,0.3484141611381531,33,t_to_t+1,0.917607070132456,False,False,lagged
p10,Sleep_Hours,mood,0.32657949856633,0.0636038333957376,33,t_to_t+1,0.7012730348760812,False,False,lagged
p10,Sleep_Hours,readiness,-0.0996582009717176,0.5810886949726323,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Hours,sleep_quality,0.4422308027656682,0.0099700510129891,33,t_to_t+1,0.39451351086119846,True,False,lagged
p10,Sleep_Hours,stress,0.1651439529403709,0.3583947016658455,33,t_to_t+1,0.920412433332209,False,False,lagged
p10,Sleep_Duration_Score,fatigue,-0.2383804327107898,0.1815678194783487,33,t_to_t+1,0.7966751262825504,False,False,lagged
p10,Sleep_Duration_Score,mood,-0.1470642256210879,0.4141002099500654,33,t_to_t+1,0.9396469143985654,False,False,lagged
p10,Sleep_Duration_Score,readiness,-0.2174178821566385,0.2242073301777459,33,t_to_t+1,0.8529238693978868,False,False,lagged
p10,Sleep_Duration_Score,sleep_quality,0.0254234746448189,0.8883140031699784,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Duration_Score,stress,-0.0651725631345897,0.7185962099426975,33,t_to_t+1,0.9754287609879244,False,False,lagged
p10,Deep_Sleep_Minutes,fatigue,0.1532706043937094,0.3944521814070734,33,t_to_t+1,0.9396469143985654,False,False,lagged
p10,Deep_Sleep_Minutes,mood,0.2407776896208848,0.1770845369330542,33,t_to_t+1,0.7922650645572069,False,False,lagged
p10,Deep_Sleep_Minutes,readiness,-0.168965561097274,0.347222855135181,33,t_to_t+1,0.917607070132456,False,False,lagged
p10,Deep_Sleep_Minutes,sleep_quality,0.1064894504378075,0.5553052922011834,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Deep_Sleep_Minutes,stress,0.0379143823265721,0.8340746410977,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Restlessness,fatigue,-0.1113704174838641,0.5372149032334234,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Restlessness,mood,-0.1152391842220045,0.5230791522125191,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Restlessness,readiness,0.0407667705839231,0.8217841292935496,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Restlessness,sleep_quality,-0.0322911424215484,0.8584149108216641,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Restlessness,stress,-0.1544979768411368,0.3906311596644535,33,t_to_t+1,0.9385438390659825,False,False,lagged
p10,Sleep_Composition,fatigue,-0.0359218486924483,0.8426832720598022,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Composition,mood,0.0262114343380784,0.8848750676359269,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Composition,readiness,-0.2199233436983293,0.2187816357563171,33,t_to_t+1,0.8529238693978868,False,False,lagged
p10,Sleep_Composition,sleep_quality,0.0283911543501604,0.8753729168174201,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Composition,stress,-0.0363900750231793,0.8406586808471489,33,t_to_t+1,0.9835127913656734,False,False,lagged
p10,Sleep_Revitalization,fatigue,-0.2560833353092613,0.1502985057660303,33,t_to_t+1,0.7895436187205949,False,False,lagged
p10,Sleep_Revitalization,mood,-0.2896633816897314,0.1020283185589814,33,t_to_t+1,0.7641267356133813,False,False,lagged
p10,Sleep_Revitalization,readiness,-0.1014590786454612,0.5742401278392701,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Revitalization,sleep_quality,-0.3137515358018933,0.0753916959496469,33,t_to_t+1,0.7465214576656474,False,False,lagged
p10,Sleep_Revitalization,stress,-0.3455958160258288,0.0488474742068554,33,t_to_t+1,0.6668067907602483,True,False,lagged
p10,Sleep_Score,fatigue,-0.2909253574994388,0.1004766684659236,33,t_to_t+1,0.7641267356133813,False,False,lagged
p10,Sleep_Score,mood,-0.2277642153130457,0.202383773489931,33,t_to_t+1,0.844903132045343,False,False,lagged
p10,Sleep_Score,readiness,-0.2494230387877428,0.1615682141176816,33,t_to_t+1,0.7895436187205949,False,False,lagged
p10,Sleep_Score,sleep_quality,-0.1176635239940202,0.5143146030512264,33,t_to_t+1,0.9580452904411608,False,False,lagged
p10,Sleep_Score,stress,-0.210570535488814,0.2394992958311099,33,t_to_t+1,0.8529238693978868,False,False,lagged
p11,Steps,fatigue,-0.149875491477206,0.2988712480362192,50,t_to_t+1,0.8955723808750817,False,False,lagged
p11,Steps,mood,0.0680100297452914,0.6388665768237685,50,t_to_t+1,0.9690039789566859,False,False,lagged
p11,Steps,readiness,-0.0647188478515682,0.6552179180034325,50,t_to_t+1,0.973569592924696,False,False,lagged
p11,Steps,sleep_quality,-0.032254132209506,0.8240333576974174,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Steps,stress,0.2130485920658022,0.1374135623127695,50,t_to_t+1,0.7878377572598784,False,False,lagged
p11,Exercise_Count,fatigue,0.1468478782348492,0.3088500542561571,50,t_to_t+1,0.9003764293569325,False,False,lagged
p11,Exercise_Count,mood,0.1101622371092963,0.4463078846961632,50,t_to_t+1,0.9425275172830845,False,False,lagged
p11,Exercise_Count,readiness,0.053308006941769,0.7131177161617471,50,t_to_t+1,0.9754287609879244,False,False,lagged
p11,Exercise_Count,sleep_quality,-0.0015641696952637,0.99139849166441,50,t_to_t+1,0.9989313140462192,False,False,lagged
p11,Exercise_Count,stress,0.1490196435274948,0.3016706896275787,50,t_to_t+1,0.8977051663658051,False,False,lagged
p11,Exercise_Duration,fatigue,0.0758774897668677,0.6004730237358069,50,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Duration,mood,0.079389270931217,0.5836681650780426,50,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Duration,readiness,0.089924788990532,0.5345721930720094,50,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Duration,sleep_quality,-0.0171258405139003,0.9060330716958158,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Exercise_Duration,stress,0.1073921623644961,0.4578927384593764,50,t_to_t+1,0.9425275172830845,False,False,lagged
p11,Exercise_Distance,fatigue,-0.2159963436358881,0.1319282336883974,50,t_to_t+1,0.784489841838574,False,False,lagged
p11,Exercise_Distance,mood,0.0399411524651466,0.7830142469511064,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Exercise_Distance,readiness,0.0188108220734938,0.8968356476538084,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Exercise_Distance,sleep_quality,0.1321717872183406,0.3602021123992082,50,t_to_t+1,0.9219458829265448,False,False,lagged
p11,Exercise_Distance,stress,0.0540295518556712,0.7094045077361374,50,t_to_t+1,0.9754287609879244,False,False,lagged
p11,Exercise_Calories,fatigue,0.1110049552341272,0.4428158551165024,50,t_to_t+1,0.9425275172830845,False,False,lagged
p11,Exercise_Calories,mood,0.087405469539583,0.5461264381937404,50,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Calories,readiness,0.0720374173214487,0.6190871796207102,50,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Calories,sleep_quality,-0.0550836011379774,0.7039921824975576,50,t_to_t+1,0.9754287609879244,False,False,lagged
p11,Exercise_Calories,stress,0.1182359060139566,0.4134815757133383,50,t_to_t+1,0.9396469143985654,False,False,lagged
p11,Exercise_Avg_HR,fatigue,0.1282857186363018,0.5596603838394553,23,t_to_t+1,0.9580452904411608,False,False,lagged
p11,Exercise_Avg_HR,mood,,,23,t_to_t+1,,False,False,lagged
p11,Exercise_Avg_HR,readiness,-0.0490548096913237,0.8241018072301378,23,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Exercise_Avg_HR,sleep_quality,-0.1845213957720492,0.3993086465445012,23,t_to_t+1,0.9396469143985654,False,False,lagged
p11,Exercise_Avg_HR,stress,,,23,t_to_t+1,,False,False,lagged
p11,Sleep_Hours,fatigue,0.0457147421895319,0.752578728737906,50,t_to_t+1,0.9812191855948904,False,False,lagged
p11,Sleep_Hours,mood,-0.0642769211373452,0.6574259699052726,50,t_to_t+1,0.973569592924696,False,False,lagged
p11,Sleep_Hours,readiness,-0.3177134256984331,0.0245534339312145,50,t_to_t+1,0.6125005054959453,True,False,lagged
p11,Sleep_Hours,sleep_quality,-0.0179238588150273,0.9016755155186074,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Sleep_Hours,stress,-0.2295486663765867,0.1088033743929507,50,t_to_t+1,0.7702639636506637,False,False,lagged
p11,Sleep_Duration_Score,fatigue,-0.0505115463339982,0.7275704339305898,50,t_to_t+1,0.9776147646145136,False,False,lagged
p11,Sleep_Duration_Score,mood,-0.1717676272269744,0.232967419225709,50,t_to_t+1,0.8529238693978868,False,False,lagged
p11,Sleep_Duration_Score,readiness,-0.0692642354002858,0.6326793257141066,50,t_to_t+1,0.9647237945286021,False,False,lagged
p11,Sleep_Duration_Score,sleep_quality,0.0545051091433134,0.7069608419886333,50,t_to_t+1,0.9754287609879244,False,False,lagged
p11,Sleep_Duration_Score,stress,0.0069619486467939,0.9617291287356802,50,t_to_t+1,0.9968734616817866,False,False,lagged
p11,Deep_Sleep_Minutes,fatigue,0.0388395502835163,0.788859618531067,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Deep_Sleep_Minutes,mood,-0.0272240587671508,0.8511362003297962,50,t_to_t+1,0.9835127913656734,False,False,lagged
p11,Deep_Sleep_Minutes,readiness,-0.2406885272358016,0.0922336875715744,50,t_to_t+1,0.7555616837580037,False,False,lagged
p11,Deep_Sleep_Minutes,sleep_quality,-0.1030035326931627,0.476576390121699,50,t_to_t+1,0.9542543266297336,False,False,lagged
