Participant,Objective_Variable,Wellness_Variable,r,p,N,Time_Lag
p16,Steps,stress,0.16040779464898908,0.4437014148392124,25,t_to_t+1
p16,Exercise_Count,fatigue,-0.344828154104298,0.09139226050982094,25,t_to_t+1
p16,Exercise_Count,mood,-0.06866229106847607,0.7443333131316665,25,t_to_t+1
p16,Exercise_Count,readiness,-0.5062537962114352,0.009817479879268119,25,t_to_t+1
p16,Exercise_Count,sleep_quality,-0.24852679919425957,0.23094686793144276,25,t_to_t+1
p16,Exercise_Count,stress,-0.1464313756630379,0.4848943496944111,25,t_to_t+1
p16,Exercise_Duration,fatigue,-0.3437333422464728,0.09249407444576288,25,t_to_t+1
p16,Exercise_Duration,mood,-0.06844429178520267,0.7451186554636163,25,t_to_t+1
p16,Exercise_Duration,readiness,-0.5046464661469834,0.010092206091798154,25,t_to_t+1
p16,Exercise_Duration,sleep_quality,-0.23137531884261356,0.2657797656858251,25,t_to_t+1
p16,Exercise_Duration,stress,-0.1606812125306966,0.44291466571133864,25,t_to_t+1
p16,Exercise_Distance,fatigue,,,0,t_to_t+1
p16,Exercise_Distance,mood,,,0,t_to_t+1
p16,Exercise_Distance,readiness,,,0,t_to_t+1
p16,Exercise_Distance,sleep_quality,,,0,t_to_t+1
p16,Exercise_Distance,stress,,,0,t_to_t+1
p16,Exercise_Calories,fatigue,-0.3448073907049655,0.0914130647368209,25,t_to_t+1
p16,Exercise_Calories,mood,-0.06865815665383629,0.7443482050540329,25,t_to_t+1
p16,Exercise_Calories,readiness,-0.5062233127674092,0.009822631735442797,25,t_to_t+1
p16,Exercise_Calories,sleep_quality,-0.2462567361451457,0.23537405209146633,25,t_to_t+1
p16,Exercise_Calories,stress,-0.1484505717548277,0.47882645597321505,25,t_to_t+1
p16,Exercise_Avg_HR,fatigue,,,2,t_to_t+1
p16,Exercise_Avg_HR,mood,,,2,t_to_t+1
p16,Exercise_Avg_HR,readiness,,,2,t_to_t+1
p16,Exercise_Avg_HR,sleep_quality,,,2,t_to_t+1
p16,Exercise_Avg_HR,stress,,,2,t_to_t+1
p16,Sleep_Hours,fatigue,0.034641636024548186,0.8723322391470734,24,t_to_t+1
p16,Sleep_Hours,mood,0.15198203176464842,0.4783588476057795,24,t_to_t+1
p16,Sleep_Hours,readiness,0.1888834064951609,0.3767323615991456,24,t_to_t+1
p16,Sleep_Hours,sleep_quality,-0.02436100946953268,0.910038928306407,24,t_to_t+1
p16,Sleep_Hours,stress,0.15057324131929603,0.48249428117679105,24,t_to_t+1
p16,Sleep_Duration_Score,fatigue,-0.11111783444941364,0.6052194406886918,24,t_to_t+1
p16,Sleep_Duration_Score,mood,0.053436441122525914,0.8041453130516134,24,t_to_t+1
p16,Sleep_Duration_Score,readiness,0.07766552495800032,0.7183118554125322,24,t_to_t+1
p16,Sleep_Duration_Score,sleep_quality,-0.1064654442630741,0.620501426483403,24,t_to_t+1
p16,Sleep_Duration_Score,stress,-0.07068976707927432,0.7427366609967136,24,t_to_t+1
p16,Deep_Sleep_Minutes,fatigue,0.054527172916754275,0.8002255345583758,24,t_to_t+1
p16,Deep_Sleep_Minutes,mood,0.14256868590481803,0.5063297861216767,24,t_to_t+1
p16,Deep_Sleep_Minutes,readiness,0.2255003705585909,0.28938568443002755,24,t_to_t+1
p16,Deep_Sleep_Minutes,sleep_quality,-0.07799266257318128,0.7171727561550927,24,t_to_t+1
p16,Deep_Sleep_Minutes,stress,0.10972291320965868,0.6097849534266111,24,t_to_t+1
p16,Sleep_Restlessness,fatigue,-0.04010661124518554,0.8523922460714419,24,t_to_t+1
p16,Sleep_Restlessness,mood,0.0018978077735495105,0.9929779334698997,24,t_to_t+1
p16,Sleep_Restlessness,readiness,0.13121345306100454,0.5411016059567103,24,t_to_t+1
p16,Sleep_Restlessness,sleep_quality,0.3695486122480249,0.07552019397315277,24,t_to_t+1
p16,Sleep_Restlessness,stress,-0.028198665434218683,0.8959370065580261,24,t_to_t+1
p16,Sleep_Composition,fatigue,0.02852888228279042,0.8947249530278114,24,t_to_t+1
p16,Sleep_Composition,mood,0.08559417293410937,0.6908733048838648,24,t_to_t+1
p16,Sleep_Composition,readiness,0.11167740520405181,0.6033920045975816,24,t_to_t+1
p16,Sleep_Composition,sleep_quality,-0.08281373013502885,0.7004546603468195,24,t_to_t+1
p16,Sleep_Composition,stress,-0.1132304476299546,0.5983322439273007,24,t_to_t+1
p16,Sleep_Revitalization,fatigue,-0.22334790926087492,0.29413591694383034,24,t_to_t+1
p16,Sleep_Revitalization,mood,-0.2915213733513343,0.1669237360259689,24,t_to_t+1
p16,Sleep_Revitalization,readiness,-0.1783863672158897,0.40429313198229694,24,t_to_t+1
p16,Sleep_Revitalization,sleep_quality,-0.2497369644947044,0.23923257192073097,24,t_to_t+1
p16,Sleep_Revitalization,stress,-0.16032496102619542,0.45424248465279504,24,t_to_t+1
p16,Sleep_Score,fatigue,-0.13745268507707237,0.5218594524974864,24,t_to_t+1
p16,Sleep_Score,mood,-0.04798219231470597,0.823813331284917,24,t_to_t+1
p16,Sleep_Score,readiness,0.01599876754982202,0.9408528234202141,24,t_to_t+1
p16,Sleep_Score,sleep_quality,-0.18029075595151123,0.39921155798321184,24,t_to_t+1
p16,Sleep_Score,stress,-0.13647011934121567,0.5248678742496529,24,t_to_t+1
